"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"32284998316855296","","","32284556010725378","10454572","2011-02-01 03:51:58 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @jennydeluxe: what does the future of news consumption look like? @richziade of @readability is intro'ing a new take on Tues - http:/ ..."
"32284367002796033","32279493817139200","14267393","","","2011-02-01 03:49:27 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@sfj happy bday!"
"32254534118019072","32190116072005632","1305941","","","2011-02-01 01:50:54 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@jkottke HAAAH?"
"32193275033030656","32192728267751425","15484730","","","2011-01-31 21:47:29 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@lia it's ""cheves"", right?"
"32123169238155264","32121973563719680","14267393","","","2011-01-31 17:08:55 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@sfj high praise indeed!"
"32114072799416320","","","32110060205244416","26858764","2011-01-31 16:32:46 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @maggiekb1: College friend bought into anti-vax propaganda. 3 kids, including infant, have been suffering through pertussis for weeks ..."
"32089373314908162","","","","","2011-01-31 14:54:37 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The @whitehouse & @SteveCase launch @StartUpAmerica in 1 hr at http://wh.gov/live Great to see startups encouraged at the highest levels."
"32087763654279168","","","32078952092663809","5676102","2011-01-31 14:48:13 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @shanselman: NYTimes: Define Gender Gap? Look Up Wikipedia?s Contributor List http://nyti.ms/hAyxOp"
"32086794803617792","32065996323823616","28725171","","","2011-01-31 14:44:22 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@anoyes Very cool!"
"31885345616306176","","","31880967513710592","97056866","2011-01-31 01:23:53 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @brandondiamond: Anyone want to present at the next @NYTM? Have a few slots to fill -- tweet me your pitch using http://ppl.fm/ and I ..."
"31836007426953216","","","31822967591669760","13393052","2011-01-30 22:07:50 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @ACLU: Should putting wrong address on school form really be a felony w/5 year jail sentence & lifetime ban on teaching? http://bit.l ..."
"31592136931545088","31589944304607232","18766459","","","2011-01-30 05:58:47 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@ToureX people stay born on third base thinking they hit a triple. Privilege is never self-aware."
"31586992152125440","31586102104031232","14939981","","","2011-01-30 05:38:20 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@questlove I was still marveling that SNL had enough black folks on to do a predominantly-black skit. But yeah, grim stuff."
"31569808554205184","","","31569509731008512","100127476","2011-01-30 04:30:03 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @thinkupapp: ThinkUp reviewed by @webappstorm: ""[B]y far, the best social media analytics app I?ve come across"". Awesome! http://enva ..."
"31536386280521728","31523940035862528","6385432","","","2011-01-30 02:17:15 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@dickc noted for next year's Chirp!"
"31517224040665088","","","","","2011-01-30 01:01:06 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Retargeting is supposed to be a big deal, but every time ads follow me from one site to another it creeps me out & makes me hate that brand."
"31508082810953729","31507852891791360","12226212","","","2011-01-30 00:24:46 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@manan Andrew is no longer at the White House, but fought against the kill switch when he was. There is no monolithic ""the government""."
"31507469704368128","","","","","2011-01-30 00:22:20 +0000","<a href=""http://bitly.com"" rel=""nofollow"">bitly</a>","Heartfelt letter from @mcandrew (Former Deputy CTO of U.S.) to Egypt's Minister of IT who shut off the Internet: http://2.dashes.com/gh7jZK"
"31504856820744192","31498157468684288","745863","","","2011-01-30 00:11:57 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@jguns yes! thanks for biting the bullet, I was about to do the same."
"31372705655693313","31340070262800386","14197511","","","2011-01-29 15:26:50 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@knuton nope, whole thing happened just as I described."
